xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.058037        0.00020        3.982        0.00021        0.00025        3.715        4.248        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0      126.18        0.02        0.99        0.060        0.018       38.81       -3.71       39.81        0.77        12        3.34        3.41        3.44        3.85        1.13        0.805        4.8779        6.53        8.55       13.0        5.3        0.673        2.83        1.09    70724.62    81529.29    81529.3        0.32       16.09      -28.01        6.44
0.052652        0.64730        1.825        0.57845        0.64728        1.773        2.032        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.89        0.80        0.83        1.468        0.209       17.25        4.66       18.25        1.74         1        2.79        2.92        5.08       19.73        1.29        0.759        0.0737        5.96       17.09        7.7        0.5        0.229        2.81        5.55        2.89        6.22        6.7        0.22        0.79       -0.37        1.19
0.052652        0.00120        5.146        0.00113        0.00121        4.840        5.451        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       72.33        0.03        0.98        0.177        0.051       50.45       -4.50       51.45        0.59         7        3.15        3.26        3.29        3.77        1.18        0.757        2.4699        6.33        8.50       11.8        0.0        0.019        2.90        1.09     6432.11     9521.29     9521.3        0.23       11.97      -13.72        4.81
0.052652        0.00110        5.183        0.00111        0.00122        4.855        5.511        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       74.06        0.03        0.98        0.175        0.052       50.83       -5.51       51.83        0.59         7        3.10        3.20        3.23        3.68        1.19        0.756        2.5722        6.25        8.38       11.6        0.1        0.033        2.88        1.06     6549.86     9440.61     9440.6        0.22       12.99      -14.09        5.07
0.052652        0.00080        4.998        0.00072        0.00083        4.871        5.126        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       86.63        0.03        0.98        0.139        0.042       48.98       -6.49       49.98        0.61         8        3.16        3.25        3.29        3.72        1.18        0.763        3.0029        6.50        8.59       12.3        0.8        0.314        2.89        1.08    14309.39    19025.01    19025.0        0.24       13.83      -17.22        5.42
0.047767        0.70550        1.926        0.65840        0.70547        1.839        1.958        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.88        0.84        0.81        1.618        0.235       18.26        4.75       19.26        1.64         1        2.83        2.94        4.66       19.56        1.30        0.739        0.0691        6.24       18.30        8.4        0.6        0.255        2.92        5.72        3.00        6.38        6.9        0.20        0.90       -0.37        1.23
0.047767        0.65290        1.665        0.65287        0.73429        1.578        1.751        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.81        0.81        0.84        1.345        0.200       15.64        4.86       16.64        1.92         1        2.83        2.93        4.61       19.76        1.19        0.771        0.0652        6.91       18.22       11.0        0.3        0.175        3.00        5.93        3.04        6.27        6.9        0.26        0.71       -0.40        1.18
0.047767        0.00190        5.426        0.00181        0.00197        5.124        5.727        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       59.33        0.04        0.98        0.239        0.068       53.26       21.65       54.26        0.56         6        3.12        3.24        3.28        3.85        1.19        0.745        1.8334        6.60        9.20       12.3        0.4        0.176        2.94        1.13     3468.89     5745.81     5745.8        0.20       10.56      -10.71        4.34
0.047767        0.00120        5.178        0.00111        0.00124        4.923        5.434        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       72.88        0.03        0.98        0.178        0.053       50.78      -16.68       51.78        0.59         7        3.17        3.28        3.32        3.87        1.18        0.755        2.3032        7.25        9.89       14.1        0.5        0.270        3.10        1.20    12112.30    16722.68    16722.7        0.25       11.32      -15.03        4.63
0.047767        0.00080        5.030        0.00074        0.00079        4.694        5.365        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       87.09        0.03        0.98        0.140        0.043       49.30       -4.45       50.30        0.61         8        3.19        3.28        3.32        3.82        1.18        0.762        2.7848        7.41        9.96       14.5        2.3        0.547        3.09        1.18    24709.97    31070.02    31070.0        0.27       12.99      -18.61        5.19
0.043335        0.00200        5.391        0.00192        0.00211        5.053        5.728        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       57.90        0.04        0.98        0.242        0.068       52.91      -23.75       53.91        0.57         6        3.21        3.30        3.41        4.09        1.20        0.745        1.6161        7.73       10.88       14.9        0.2        0.148        3.23        1.32     6064.09     9538.47     9538.5        0.24        8.96      -11.36        3.91
0.043335        0.00120        5.194        0.00115        0.00121        4.702        5.685        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       72.84        0.03        0.98        0.179        0.054       50.94      -55.95       51.94        0.59         7        3.21        3.31        3.37        4.04        1.17        0.754        2.1121        8.25       11.40       16.6        6.3        0.713        3.28        1.32    21964.57    29628.05    29628.0        0.28       10.41      -15.99        4.38
0.039314        0.63010        1.785        0.58224        0.63008        1.713        1.942        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.89        0.79        0.83        1.417        0.202       16.85        5.37       17.85        1.78         1        2.80        2.91        5.81       20.77        1.30        0.765        0.0548        7.96       19.91       10.7        0.2        0.141        3.22        6.69        3.24        7.19        7.5        0.24        0.67       -0.39        1.15
0.035666        0.74220        1.881        0.74221        0.81707        1.839        1.923        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.84        0.86        0.81        1.621        0.245       17.81        5.25       18.81        1.68         1        2.88        2.96        4.54       19.84        1.24        0.736        0.0520        8.36       21.63       13.2        0.3        0.196        3.37        6.68        3.41        7.45        8.0        0.22        0.87       -0.40        1.22
0.032357        0.70620        1.888        0.67746        0.70622        1.853        2.166        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.87        0.84        0.81        1.587        0.234       17.88        5.76       18.88        1.68         1        2.86        2.95        5.19       20.88        1.31        0.742        0.0469        9.17       22.55       13.0        0.6        0.293        3.52        7.37        3.61        8.68        9.7        0.22        0.79       -0.40        1.19
0.029355        0.69930        1.882        0.63052        0.69928        1.752        1.957        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.87        0.84        0.82        1.574        0.231       17.82        6.00       18.82        1.68         1        2.86        2.94        5.36       20.82        1.31        0.744        0.0425       10.10       23.86       14.4        0.3        0.187        3.67        7.64        3.73        8.76        9.4        0.22        0.75       -0.40        1.18
0.024160        0.81390        2.065        0.71696        0.81395        1.996        2.185        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.85        0.90        0.78        1.863        0.290       19.65        6.30       20.65        1.53         1        2.93        2.99        4.72       20.29        1.33        0.705        0.0372       11.22       26.92       16.7        0.4        0.214        3.97        8.06        4.07        9.60       10.4        0.19        0.96       -0.40        1.25
0.021919        0.73420        1.921        0.63783        0.73422        1.891        2.018        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.86        0.86        0.81        1.646        0.247       18.21        6.42       19.21        1.65         1        2.89        2.96        5.41       22.56        1.32        0.734        0.0324       13.15       28.70       19.3        1.0        0.423        4.24        9.58        4.58       13.90       15.6        0.22        0.75       -0.41        1.18
0.019885        0.76040        1.960        0.65955        0.76037        1.938        2.290        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.85        0.87        0.80        1.709        0.260       18.60        6.74       19.60        1.61         1        2.91        2.97        5.30       22.00        1.33        0.725        0.0298       14.22       30.51       21.1        0.7        0.343        4.41        9.71        4.74       13.48       14.9        0.21        0.78       -0.41        1.19
0.019885        0.73000        1.912        0.66817        0.73002        1.897        2.176        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.86        0.85        0.81        1.634        0.244       18.12        7.07       19.12        1.66         1        2.90        2.96        5.57       22.79        1.33        0.735        0.0293       14.51       30.65       21.3        0.9        0.398        4.44       10.12        4.84       14.86       16.6        0.22        0.72       -0.42        1.17
0.016366        0.73630        1.931        0.64752        0.73631        1.851        1.932        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.86        0.86        0.81        1.657        0.248       18.31        7.64       19.31        1.64         1        2.91        2.96        5.72       24.18        1.34        0.732        0.0243       17.41       34.97       25.8        1.5        0.534        4.89       11.84        5.71       22.16       25.5        0.22        0.70       -0.42        1.16
0.014848        0.77770        1.987        0.69808        0.77774        1.957        2.158        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.85        0.88        0.79        1.752        0.268       18.87        8.23       19.87        1.59         1        2.94        2.98        5.48       22.41        1.34        0.719        0.0225       18.69       37.12       28.1        0.6        0.315        5.06       11.34        5.66       17.36       18.9        0.21        0.75       -0.42        1.18
0.013470        0.77030        2.000        0.71172        0.77027        1.912        2.271        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.86        0.88        0.79        1.756        0.266       19.00        8.97       20.00        1.58         1        2.94        2.97        5.61       22.82        1.35        0.719        0.0204       20.46       39.64       30.8        0.6        0.330        5.29       12.08        6.06       19.68       21.5        0.21        0.72       -0.42        1.17
0.010058        0.80950        2.080        0.73129        0.80949        1.893        2.081        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.86        0.90        0.78        1.871        0.289       19.80       10.76       20.80        1.52         1        2.97        2.99        5.58       23.50        1.36        0.704        0.0156       26.35       48.23       40.2        1.0        0.437        6.08       14.30        7.89       31.91       35.9        0.20        0.74       -0.42        1.18
0.008278        0.82480        2.123        0.72890        0.82483        2.044        2.207        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.86        0.91        0.77        1.928        0.299       20.23       13.62       21.23        1.48         1        2.99        3.00        5.64       23.85        1.37        0.697        0.0130       31.34       55.25       48.0        1.1        0.466        6.66       15.90        9.55       44.36       51.4        0.19        0.73       -0.42        1.18
0.007510        0.81200        2.146        0.70539        0.81204        2.130        2.390        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.88        0.90        0.78        1.934        0.296       20.46       14.36       21.46        1.47         1        2.98        2.99        5.78       24.39        1.38        0.697        0.0118       34.19       59.18       52.1        1.2        0.495        6.96       16.99       10.64       55.28       65.9        0.19        0.70       -0.42        1.16
0.006813        0.74710        2.091        0.69559        0.74707        1.911        2.151        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.91        0.86        0.79        1.807        0.265       19.91       13.65       20.91        1.51         1        2.94        2.96        6.54       26.24        1.38        0.715        0.0105       38.68       65.67       57.3        1.4        0.532        7.31       19.21       12.46       80.89      102.5        0.20        0.57       -0.42        1.11
0.006813        0.72070        2.052        0.63601        0.72069        1.977        2.191        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.92        0.85        0.80        1.742        0.252       19.52       13.85       20.52        1.54         1        2.93        2.95        6.99       26.60        1.39        0.724        0.0104       39.36       66.81       57.5        0.9        0.438        7.31       19.45       11.69       67.99       81.8        0.21        0.53       -0.43        1.09
0.005087        0.82890        2.281        0.69861        0.82888        2.252        2.593        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.91        0.91        0.76        2.077        0.318       21.81       26.02       22.81        1.38         1        3.00        3.00        5.94       25.03        1.40        0.680        0.0082       47.34       76.97       72.0        1.3        0.514        8.28       20.74       16.40      118.77      160.7        0.17        0.67       -0.41        1.15
0.003799        0.79860        2.401        0.73430        0.79857        2.102        2.497        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        0.98        0.89        0.76        2.146        0.317       23.01       37.47       24.01        1.30         1        2.98        2.98        6.37       27.65        1.43        0.675        0.0062       59.78       93.50       89.0        2.7        0.690        9.40       26.02       28.49      449.40      906.9        0.16        0.59       -0.40        1.11
0.002118        0.81370        2.796        0.70954        0.81367        2.642        2.896        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        1.09        0.90        0.73        2.522        0.377       26.96       40.34       27.96        1.11         1        2.99        2.99        6.45       27.99        1.48        0.633        0.0037       86.29      124.94      126.5        1.1        0.483       11.56       32.37       32.96      410.13      724.9        0.11        0.59       -0.35        1.09
0.002118        0.72530        2.717        0.68798        0.72532        2.653        2.922        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        1.17        0.85        0.76        2.314        0.316       26.17       24.90       27.17        1.15         1        2.93        2.93        8.03       32.16        1.50        0.663        0.0036       89.57      132.03      123.5        1.2        0.501       11.52       37.05       33.75      505.50      932.9        0.12        0.42       -0.35        1.01
0.001921        0.75470        2.797        0.63947        0.75470        2.788        3.016        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        1.16        0.87        0.75        2.430        0.342       26.97       24.71       27.97        1.11         1        2.95        2.95        7.34       30.33        1.50        0.648        0.0033       94.08      136.33      132.3        0.9        0.442       11.92       36.15       32.78      411.53      702.6        0.11        0.47       -0.34        1.03
0.001581        0.79870        3.206        0.74482        0.79874        2.942        3.208        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        1.23        0.89        0.71        2.865        0.437       31.06       10.08       32.06        0.97         1        2.98        2.98        6.27       31.91        1.53        0.597        0.0029       88.51      124.13      128.2        1.8        0.606       12.13       38.75       25.96      282.30      427.6        0.08        0.61       -0.28        1.08
