xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.153670        0.23620        2.333        0.22112        0.24117        2.191        2.407        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.14        0.49        0.93        1.134        0.196       22.33        6.63       23.33        1.34         1        2.45        2.74        3.75       11.11        1.19        0.829        0.2806        3.02        7.02        3.4        0.1        0.065        1.91        2.12        1.92        2.23        2.3        0.31        1.03       -0.55        1.25
0.139412        0.24150        2.375        0.23920        0.25398        2.320        2.539        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.15        0.49        0.93        1.167        0.202       22.75        6.80       23.75        1.32         1        2.46        2.74        3.76       11.53        1.19        0.825        0.2573        3.24        7.46        3.8        0.2        0.113        1.99        2.29        2.00        2.40        2.5        0.32        1.04       -0.56        1.26
0.126477        0.00070        3.273        0.00073        0.00083        3.026        3.519        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       57.84        0.03        0.99        0.089        0.024       31.73       37.23       32.73        0.95         7        3.07        3.22        3.23        3.69        1.11        0.836        4.8731        3.70        4.08        6.3        0.4        0.173        2.09        0.77     9029.49    30805.01    30805.0        0.37        9.12      -13.71        3.86
0.104096        0.25710        2.495        0.23933        0.25707        2.414        2.550        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.18        0.51        0.92        1.265        0.221       23.95        7.97       24.95        1.25         1        2.50        2.76        3.95       12.78        1.21        0.815        0.1976        4.04        8.98        5.1        0.6        0.245        2.23        2.86        2.27        3.04        3.4        0.32        1.03       -0.59        1.26
0.104096        0.00120        3.613        0.00117        0.00127        3.464        4.058        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       49.59        0.03        0.99        0.126        0.034       35.12       11.27       36.12        0.85         6        3.09        3.23        3.28        3.91        1.11        0.820        3.3639        4.30        5.10        7.8        0.5        0.224        2.28        0.89     5023.24    15189.97    15190.0        0.37        7.19      -11.57        3.27
0.094438        0.25300        2.419        0.23944        0.25297        2.226        2.512        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.14        0.50        0.93        1.217        0.213       23.19        8.03       24.19        1.29         1        2.50        2.76        4.57       13.27        1.21        0.820        0.1772        4.44        9.56        5.8        0.4        0.195        2.33        3.09        2.36        3.42        3.6        0.35        0.93       -0.60        1.23
0.085676        0.27160        2.612        0.23818        0.28049        2.253        2.732        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.22        0.52        0.92        1.361        0.240       25.12        8.84       26.12        1.19         1        2.53        2.77        3.86       12.87        1.21        0.805        0.1663        4.67       10.22        6.4        0.3        0.150        2.40        3.09        2.42        3.43        3.5        0.32        1.08       -0.61        1.27
0.085676        0.00140        4.254        0.00136        0.00147        4.207        4.586        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       55.24        0.04        0.99        0.158        0.043       41.54       -9.20       42.54        0.72         6        3.07        3.20        3.24        3.78        1.15        0.792        2.9333        4.54        5.39        8.0        0.2        0.101        2.38        0.90     2680.36     6488.08     6488.1        0.28        9.11      -10.80        3.84
0.085676        0.27070        2.601        0.25956        0.29208        2.438        2.873        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.21        0.52        0.92        1.353        0.238       25.01        8.88       26.01        1.20         1        2.53        2.77        3.87       13.54        1.21        0.806        0.1660        4.68       10.22        6.4        0.9        0.325        2.42        3.28        2.48        3.97        4.2        0.32        1.07       -0.61        1.27
0.077726        0.27680        2.642        0.26194        0.29845        2.571        2.854        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.22        0.53        0.92        1.390        0.246       25.42        9.02       26.42        1.18         1        2.54        2.77        3.89       13.81        1.21        0.802        0.1517        5.06       10.90        7.1        0.9        0.337        2.52        3.48        2.61        4.34        4.6        0.32        1.07       -0.62        1.27
0.077726        0.27210        2.588        0.24996        0.27214        2.286        2.706        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.19        0.52        0.92        1.350        0.238       24.88        9.34       25.88        1.21         1        2.54        2.77        4.16       13.43        1.22        0.806        0.1505        5.11       10.91        7.0        0.4        0.212        2.51        3.37        2.57        3.90        4.0        0.33        1.01       -0.62        1.26
0.077726        0.00090        4.327        0.00089        0.00096        3.984        4.670        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       69.16        0.03        0.99        0.130        0.037       42.27       -4.21       43.27        0.71         7        3.10        3.21        3.24        3.70        1.15        0.790        3.3778        4.86        5.77        8.7        0.5        0.207        2.45        0.91     5367.96     9934.55     9934.5        0.27       11.19      -13.54        4.52
0.077726        0.27720        2.648        0.25603        0.29258        2.590        2.820        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.22        0.53        0.92        1.394        0.247       25.48        9.00       26.48        1.18         1        2.54        2.77        3.89       13.42        1.21        0.802        0.1519        5.05       10.90        7.1        0.5        0.246        2.51        3.37        2.57        3.96        4.1        0.32        1.08       -0.62        1.28
0.070515        0.28340        2.688        0.27832        0.29630        2.273        2.747        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.22        0.53        0.92        1.431        0.254       25.88       10.07       26.88        1.16         1        2.56        2.78        3.91       13.93        1.21        0.798        0.1388        5.46       11.65        7.9        0.8        0.324        2.62        3.65        2.73        4.60        4.8        0.31        1.08       -0.63        1.28
0.070515        0.00090        4.593        0.00089        0.00094        4.278        4.614        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       72.43        0.03        0.99        0.140        0.042       44.93       -3.55       45.93        0.67         7        3.07        3.19        3.20        3.63        1.16        0.780        3.2091        5.01        5.96        8.9        0.3        0.123        2.52        0.91     4502.46     7793.73     7793.7        0.24       12.44      -13.37        4.87
0.070515        0.00090        4.501        0.00089        0.00096        4.153        4.617        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       70.96        0.03        0.99        0.138        0.040       44.01       -4.52       45.01        0.68         7        3.10        3.22        3.24        3.70        1.16        0.783        3.1522        5.19        6.26        9.4        0.2        0.095        2.57        0.95     5393.48     9150.26     9150.3        0.26       11.52      -13.72        4.62
0.070515        0.28430        2.701        0.28169        0.29370        2.642        2.879        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.23        0.53        0.91        1.440        0.255       26.01       10.03       27.01        1.15         1        2.56        2.78        3.89       13.46        1.21        0.797        0.1391        5.45       11.64        7.8        0.4        0.206        2.60        3.51        2.67        4.11        4.2        0.31        1.09       -0.63        1.28
0.063972        0.00150        4.751        0.00147        0.00154        4.404        5.098        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       59.15        0.04        0.99        0.184        0.054       46.51       -4.39       47.51        0.65         6        3.08        3.20        3.24        3.79        1.17        0.773        2.3614        5.50        6.82       10.0        0.2        0.109        2.65        1.01     3044.81     5657.47     5657.5        0.24        9.96      -11.05        4.11
0.063972        0.00150        4.698        0.00139        0.00162        4.450        4.946        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       58.50        0.04        0.99        0.182        0.053       45.98       20.39       46.98        0.65         6        3.09        3.22        3.26        3.84        1.16        0.775        2.3370        5.62        7.02       10.4        0.0        0.012        2.70        1.04     3314.96     6059.30     6059.3        0.26        9.49      -11.24        3.98
0.063972        0.00090        4.447        0.00090        0.00108        4.224        4.670        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       69.79        0.03        0.99        0.137        0.040       43.47       -3.87       44.47        0.69         7        3.16        3.27        3.31        3.87        1.15        0.785        2.8525        5.95        7.47       11.4        0.6        0.266        2.75        1.07     9378.54    14835.96    14836.0        0.30       10.12      -14.69        4.24
0.063972        0.29290        2.584        0.29289        0.33278        2.437        2.731        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.10        0.54        0.92        1.398        0.250       24.84        9.12       25.84        1.21         1        2.59        2.79        3.97       14.92        1.17        0.802        0.1228        6.07       12.62        9.8        1.1        0.391        2.76        4.12        2.93        5.70        6.0        0.34        0.99       -0.64        1.26
0.063972        0.00040        3.995        0.00043        0.00045        3.731        4.259        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       90.94        0.02        0.99        0.084        0.025       38.95       -8.05       39.95        0.77         9        3.24        3.33        3.37        3.92        1.14        0.805        3.8537        6.27        8.00       12.3        6.0        0.685        2.79        1.09    34496.06    46526.84    46526.8        0.35       11.62      -21.11        4.82
0.063972        0.00090        4.445        0.00090        0.00096        4.182        4.707        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       69.78        0.03        0.99        0.136        0.040       43.45       -3.85       44.45        0.69         7        3.16        3.27        3.31        3.87        1.16        0.785        2.8523        5.95        7.47       11.3        0.3        0.191        2.76        1.07     9242.91    14571.38    14571.4        0.30       10.12      -14.70        4.24
0.058037        0.00150        4.630        0.00135        0.00152        4.505        5.003        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       57.68        0.04        0.99        0.179        0.052       45.30       18.01       46.30        0.66         6        3.14        3.26        3.45        3.92        1.17        0.777        2.1203        6.48        8.37       12.2        0.0        0.022        2.88        1.13     4644.55     7580.07     7580.1        0.29        8.36      -12.08        3.67
0.058037        0.00050        4.348        0.00044        0.00050        4.057        4.639        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       96.46        0.02        0.99        0.094        0.029       42.48       -2.16       43.48        0.71         9        3.22        3.30        3.33        3.80        1.15        0.790        3.6786        6.51        8.25       12.7        2.5        0.556        2.85        1.08    30893.47    39357.54    39357.5        0.30       13.34      -21.08        5.34
0.058037        0.00150        4.928        0.00146        0.00171        4.726        5.130        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       61.76        0.04        0.99        0.190        0.059       48.28       -3.83       49.28        0.62         6        3.03        3.16        3.18        3.69        1.17        0.767        2.2967        5.81        7.27       10.6        0.3        0.144        2.73        1.01     3452.91     5845.65     5845.6        0.23       11.15      -11.50        4.42
0.058037        0.00150        4.934        0.00148        0.00151        4.744        5.124        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       61.91        0.04        0.99        0.190        0.059       48.34       -8.98       49.34        0.62         6        3.02        3.15        3.17        3.67        1.17        0.767        2.3042        5.79        7.24       10.6        0.1        0.052        2.74        1.01     3231.00     5420.30     5420.3        0.23       11.26      -11.48        4.45
0.058037        0.29680        2.780        0.26508        0.30344        2.569        2.850        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.24        0.54        0.91        1.515        0.271       26.80       11.52       27.80        1.12         1        2.59        2.79        3.94       14.22        1.22        0.789        0.1159        6.40       13.31        9.6        0.7        0.309        2.84        4.04        3.01        5.29        5.5        0.31        1.10       -0.64        1.29
0.058037        0.00070        4.498        0.00066        0.00066        4.222        4.773        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       84.41        0.03        0.99        0.116        0.036       43.98       -2.59       44.98        0.68         8        3.19        3.29        3.32        3.82        1.14        0.784        3.1922        6.46        8.18       12.7        1.9        0.496        2.84        1.08    19709.46    26841.57    26841.6        0.30       11.94      -18.16        4.85
0.058037        0.00150        4.856        0.00147        0.00161        4.738        4.973        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       60.38        0.04        0.99        0.188        0.057       47.55      -11.93       48.55        0.63         6        3.07        3.20        3.25        3.79        1.18        0.769        2.2295        6.04        7.64       11.1        0.0        0.001        2.81        1.07     3930.92     6563.12     6563.1        0.25       10.12      -11.70        4.15
0.052652        0.00050        4.520        0.00043        0.00050        4.366        4.674        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       99.53        0.02        0.99        0.099        0.032       44.20       -2.24       45.20        0.68         9        3.21        3.29        3.32        3.80        1.15        0.784        3.4814        7.06        9.06       14.0        4.4        0.646        2.96        1.13    39130.54    47425.28    47425.3        0.30       13.85      -21.97        5.49
0.052652        0.30310        2.814        0.30295        0.33702        2.637        2.991        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.24        0.55        0.91        1.549        0.278       27.14       11.60       28.14        1.11         1        2.60        2.80        3.97       15.04        1.22        0.786        0.1057        6.95       14.25       10.5        1.4        0.450        2.98        4.49        3.28        6.96        7.4        0.31        1.11       -0.64        1.29
0.047767        0.00150        4.880        0.00143        0.00153        4.509        5.250        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       60.38        0.04        0.99        0.190        0.060       47.80      -14.14       48.80        0.63         6        3.14        3.26        3.32        4.12        1.17        0.768        1.8870        7.79       10.32       15.4        4.3        0.671        3.18        1.31    12828.07    19711.83    19711.8        0.30        8.69      -13.36        3.77
0.047767        0.30970        2.861        0.30012        0.33166        2.793        2.929        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.25        0.56        0.91        1.592        0.288       27.61       11.81       28.61        1.09         1        2.61        2.80        3.98       15.59        1.23        0.781        0.0966        7.53       15.25       11.6        1.9        0.521        3.12        4.87        3.50        8.47        9.1        0.30        1.11       -0.65        1.29
0.043335        0.30590        2.775        0.25565        0.30588        2.498        2.846        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.20        0.55        0.91        1.535        0.276       26.75       12.79       27.75        1.12         1        2.62        2.80        4.45       15.02        1.24        0.788        0.0866        8.38       16.51       12.8        0.7        0.318        3.24        4.87        3.61        7.30        7.5        0.32        1.01       -0.66        1.27
0.039314        0.32430        2.956        0.31774        0.33669        2.630        3.064        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.26        0.57        0.90        1.683        0.307       28.55       13.62       29.55        1.05         1        2.64        2.82        4.02       15.48        1.24        0.772        0.0805        8.85       17.49       13.8        1.4        0.468        3.38        5.24        3.98        9.42       10.0        0.29        1.14       -0.65        1.30
0.039314        0.00250        5.296        0.00252        0.00271        5.011        5.580        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       50.92        0.05        0.98        0.266        0.090       51.95       -5.17       52.95        0.58         5        3.04        3.17        3.23        4.07        1.19        0.751        1.3515        9.13       12.41       18.2        3.3        0.637        3.46        1.41    10169.88    15379.91    15379.9        0.28        8.47      -11.48        3.61
0.039314        0.32360        2.941        0.30320        0.33752        2.745        3.137        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.25        0.57        0.90        1.673        0.305       28.41       13.53       29.41        1.06         1        2.64        2.82        4.02       15.70        1.23        0.773        0.0804        8.88       17.52       14.0        1.6        0.504        3.39        5.33        4.03       10.14       10.8        0.30        1.13       -0.65        1.30
0.035666        0.33020        2.991        0.32430        0.35107        2.814        3.167        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.26        0.57        0.90        1.718        0.314       28.91       16.54       29.91        1.04         1        2.66        2.82        4.10       14.95        1.25        0.769        0.0734        9.64       18.76       15.2        0.6        0.318        3.51        5.26        4.04        8.47        8.7        0.29        1.14       -0.66        1.30
0.035666        0.32770        2.954        0.28443        0.32767        2.894        3.482        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.24        0.57        0.90        1.691        0.308       28.54       16.63       29.54        1.05         1        2.66        2.82        4.18       15.40        1.25        0.772        0.0730        9.71       18.84       15.2        1.0        0.414        3.53        5.44        4.21        9.79       10.3        0.30        1.11       -0.66        1.30
0.035666        0.33050        2.993        0.32800        0.39122        2.856        3.130        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.26        0.57        0.90        1.721        0.315       28.93       16.44       29.93        1.04         1        2.66        2.82        4.03       15.77        1.24        0.768        0.0734        9.63       18.76       15.3        1.6        0.502        3.54        5.59        4.33       11.18       12.0        0.29        1.15       -0.66        1.31
0.029355        0.34700        3.004        0.34701        0.38213        2.864        3.143        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.20        0.59        0.89        1.769        0.327       29.04       17.91       30.04        1.03         1        2.70        2.84        4.06       15.99        1.21        0.764        0.0603       11.56       21.84       19.8        1.3        0.472        3.87        6.20        5.05       13.95       14.9        0.29        1.12       -0.66        1.30
0.029355        0.33440        2.946        0.29953        0.33444        2.809        3.160        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.21        0.58        0.90        1.704        0.312       28.46       17.73       29.46        1.05         1        2.68        2.83        4.44       16.30        1.25        0.771        0.0600       11.70       21.95       18.7        1.6        0.521        3.89        6.35        5.23       15.84       17.1        0.30        1.05       -0.67        1.28
0.026631        0.34960        3.103        0.33240        0.34989        2.801        3.203        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.26        0.59        0.89        1.834        0.341       30.02       21.45       31.02        1.00         1        2.70        2.84        4.14       16.55        1.26        0.757        0.0556       12.43       23.23       20.1        2.3        0.595        4.06        6.72        5.81       20.54       23.0        0.28        1.16       -0.66        1.31
0.024160        0.35730        3.152        0.31566        0.35801        3.053        3.450        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.26        0.60        0.89        1.884        0.353       30.52       21.23       31.52        0.98         1        2.71        2.85        4.09       16.39        1.25        0.752        0.0507       13.51       24.93       22.4        1.8        0.559        4.23        6.94        6.27       21.94       24.3        0.28        1.18       -0.66        1.32
0.021919        0.36330        3.206        0.32613        0.39409        3.043        3.368        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.60        0.88        1.932        0.363       31.05       31.91       32.05        0.97         1        2.73        2.85        4.11       16.58        1.26        0.747        0.0463       14.67       26.74       24.3        2.1        0.588        4.43        7.35        7.08       27.82       32.1        0.27        1.19       -0.66        1.33
0.019885        0.37040        3.254        0.36662        0.39471        3.021        3.487        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.61        0.88        1.980        0.375       31.54       32.80       32.54        0.95         1        2.74        2.86        4.11       16.20        1.26        0.742        0.0422       15.96       28.71       26.7        1.4        0.506        4.61        7.48        7.43       26.98       30.1        0.27        1.21       -0.66        1.33
0.019885        0.36980        3.243        0.32600        0.37436        2.852        3.299        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.61        0.88        1.972        0.373       31.43       32.66       32.43        0.95         1        2.74        2.86        4.12       16.86        1.26        0.743        0.0422       16.00       28.76       26.7        2.5        0.629        4.64        7.83        8.21       38.39       47.1        0.27        1.20       -0.66        1.33
0.018040        0.37700        3.302        0.35752        0.40286        2.895        3.360        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.29        0.61        0.88        2.027        0.386       32.02       57.00       33.02        0.94         1        2.76        2.87        4.12       16.29        1.27        0.737        0.0385       17.36       30.84       29.1        1.4        0.517        4.83        7.87        8.41       33.76       38.8        0.26        1.22       -0.66        1.34
0.018040        0.37670        3.291        0.36529        0.41248        3.275        3.306        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.61        0.88        2.020        0.384       31.91       54.77       32.91        0.94         1        2.76        2.87        4.12       16.48        1.27        0.738        0.0385       17.41       30.90       29.3        1.7        0.556        4.84        7.98        8.74       38.16       45.4        0.26        1.22       -0.66        1.34
0.018040        0.37620        3.276        0.35673        0.39336        3.131        3.420        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.27        0.61        0.88        2.009        0.381       31.75       52.76       32.76        0.94         1        2.76        2.87        4.14       16.94        1.26        0.739        0.0384       17.46       30.98       29.4        2.5        0.637        4.86        8.24        9.46       50.24       64.8        0.26        1.21       -0.66        1.33
0.016366        0.38780        3.181        0.38779        0.45404        2.962        3.399        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.17        0.62        0.88        1.981        0.379       30.80       26.75       31.80        0.97         1        2.78        2.88        4.19       16.74        1.22        0.743        0.0342       19.59       34.21       35.7        1.5        0.531        5.10        8.55       10.30       51.01       63.7        0.28        1.12       -0.66        1.31
0.016366        0.38160        3.340        0.37972        0.39956        2.873        3.371        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.29        0.62        0.87        2.063        0.394       32.40       80.76       33.40        0.93         1        2.77        2.87        4.15       16.66        1.27        0.734        0.0351       18.94       33.19       31.9        1.9        0.587        5.06        8.44       10.29       53.47       68.7        0.26        1.22       -0.66        1.34
0.016366        0.38160        3.338        0.34139        0.38903        2.922        3.366        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.29        0.62        0.87        2.062        0.394       32.38       79.44       33.38        0.93         1        2.77        2.87        4.14       16.77        1.27        0.734        0.0351       18.95       33.20       32.0        2.1        0.606        5.07        8.50       10.50       57.55       75.3        0.26        1.22       -0.66        1.34
0.013470        0.39380        3.434        0.37781        0.42653        3.080        3.485        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.31        0.63        0.87        2.155        0.419       33.34      123.33       34.34        0.90         1        2.79        2.89        4.18       16.56        1.28        0.724        0.0292       22.47       38.38       38.0        1.7        0.562        5.54        9.18       13.66       87.59      127.2        0.25        1.25       -0.66        1.35
0.012220        0.39790        3.494        0.38187        0.41117        3.289        3.699        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.33        0.63        0.87        2.204        0.431       33.94     2342.41       34.94        0.88         1        2.80        2.89        4.16       16.14        1.28        0.719        0.0267       24.42       41.18       41.8        1.1        0.468        5.78        9.33       14.31       83.99      115.1        0.24        1.26       -0.66        1.35
0.011086        0.40520        3.455        0.40516        0.44228        3.363        3.546        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.64        0.86        2.199        0.431       33.55     -605.58       34.55        0.89         1        2.82        2.90        4.20       17.23        1.26        0.720        0.0240       27.13       45.12       48.4        2.7        0.671        6.12       10.56       25.10      350.31      917.3        0.25        1.22       -0.66        1.34
0.011086        0.40270        3.512        0.37914        0.40269        3.210        3.612        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.32        0.63        0.86        2.228        0.436       34.12      -77.32       35.12        0.88         1        2.82        2.90        4.26       16.43        1.30        0.717        0.0242       26.80       44.59       45.4        1.4        0.530        6.07        9.98       19.24      162.46      297.8        0.24        1.25       -0.66        1.35
